,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
14,AAD110,"PHD186,MYD209Rhubarb,raw","PHD186,MYD209Rhubarb,raw",ai-wong(MY),,(35),92.1,0.9,1.3,(4.8),-,0.9,162,17,5,126,0.7,-,,0,111,9,0.02,0.03,0.80,14
15,AAD111,THD1,"Roselle (Red sorrel), leaf, raw",nuTH),,(57),85.6,1.7,0.1,(12.4),,0.2,9,4,,,,,-,,797,66,0.11,0.24,4.50,44
16,AAD145,THD147,"[Seaweed, raw",NMnEmLa(TH),,(329),11.6,21.9,,(60.3),-,6.2,465,92,-,,15.7,,-,0,-,-,-,,,-
17,AAD115,THD148,Sebania yellw flowerraw,TaunanTH),-,40,87.1,3.1,0.5,3.2,5.1,1.0,49,59,,,5.2,,,0,206,17,0.20,0.26,2.80,32
18,AAD116,MYD213,"leaf,raw",Uan(TH),,75,78.0,7.7,1.5,4.1,7.0,1.7,254,73,22,343,2.4,,,0,4318,360,0.63,0.47,3.70,94
19,AAD117,,,,,32,90.4,1.8,0.3,4.4,2.3,0.8,76,35,17,135,1.8,0.10,0.3,0,829,69,0.04,0.10,0.30,25
20,AAD53,THD122,"[Solanum, raw",NLTaW2N(TH),,46,80.9,2.8,0.8,0.2,13.6,1.7,182,132,4,302,0.9,0.21,0.2,0,103,9,0.18,0.13,1.60,18
21,,,,"soya(MY),ann",,72,83.9,7.9,,4.2,0.6,0.9,51,65,,,2.4,,,,0,,0.15,0.16,1.00,10
22,AAD119,,"Soybean sprout, raw","soya(MY),ann",,72,83.9,7.9,2.5,4.2,0.6,0.9,51,65,4,180,2.4,-,-,0,0,0,0.15,0.16,1.00,10
23,,,,"TH),Gia dau tufdng(VN)",,72,83.9,7.9,,4.2,0.6,0.9,51,65,,,2.4,,,,0,0,0.15,0.16,1.00,10
24,AAD120,"PHD217,MYD217","[Spinach, amaranth, spine.",dahon(PH),,36,87.8,3.9,0.4,2.8,2.8,2.3,520,75,14,833,4.9,-,,0,5331,444,0.02,0.28,1.00,85
25,AAD122,"MYD215,THD61","Spinach, Chinese, raw",PoroyMY)TH,,21,92.3,2.5,0.5,0.2,2.7,1.8,63,50,70,533,4.1,0.10,0.9,0,3778,315,0.12,0.31,0.60,37
26,AAD121,VND152,"Spinach,Malabar, raw",tal(VN),-,18,92.9,1.9,0.1,1.1,2.5,1.5,140,28,15,233,3.1,,,0,3351,279,0.06,0.12,0.60,73
27,AAD123,"PHD223,THD109","[Squash/pumpkin, flower,raw",NTH,,22,92.6,1.7,0.3,2.3,1.7,1.4,63,38,,-,1.9,-,-,0,395,33,0.04,0.08,0.80,21
28,,,"Swamp cabbage, kangkong.",Kangkong dahon(PH).,,,,,,,,,,,,,,,,,,,,,,
29,AAD124,"VND155,THD93","Swamp cabbage, kangkong.","Winj[o1nu(TH),Rau",,26,91.4,2.9,0.3,1.9,2.2,1.3,70,38,62,239,3.3,0.12,0.5,0,2741,228,0.08,0.24,0.80,28
30,,,,"Kamote dahon(PH), aTu",,,,,,,,,,,,,,,,,,,,,,
31,AAD125,HD136,Sweet potato.leaf.raw,THRakhi,-,39,88.6,3.1,0.5,4.4,2.0,1.4,65,43,24,378,4.9,-,-,0,3985,332,0.10,0.18,0.90,55
32,,,,ang(VN),,,,,,,,,,,,,,,,,,,,,,
33,AAD127,"PHD249,THD115","[Tamarind, young leaf, raw",,-,(68),82.2,3.8,0.3,(12.4),-,1.3,46,48,-,-,1.5,,-,0,2283,190,0.18,0.21,1.90,32
