,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
23,AAN45,THN35,"Leech lime, leaf","unga, 1u(TH)",,(137),65.3,5.5,3.1,(21.7),,4.4,1029,35,23,352,3.3,1.78,0.5,0,1321,110,0.20,0.00,1.00,20
24,AANS,THN34,"Leech lime, peel",unga i(TH},,(124),69.1,3.4,1.5,(24.2),-,1.8,-,60,-,,,,,0,,,0.06,0.14,0.60,110
25,AAN42,"THN18,MYN573",Lemon grass,"Serai(MY), me(n(TH)",,(78),80.2,0.8,1.0,(16.5),-,1.5,31,30,7,242,2.0,0.07,0.5,0,18,2,0.05,0.04,1.10,1
26,AAN46,THN36,"Lime, pickled","J, R(TH)",,(46),72.6,0.5,0.1,(10.8),,16.0,,,,,,,,,-,,,,,-
27,AAN47,THNT,Mace,,-,(390),19.1,14.2,15.4,(48.7),,2.6,134,142,-,-,64.5,-,,,-,,0.05,0.50,0.60,
28,AN9O,THN111,Mainde powderfor chickennTH),Mainde powderfor chickennTH),,289,2.2,7.7,2.3,58.2,2.5,27.1,298,,7570,,8.5,,,,,,,,,
29,AANS9,THN112,roasted pork,,,288,0.9,2.6,1.3,65.9,0.9,28.4,1177,,8097,,7.6,,,,-,-,,,,
30,AN63,THN120,"Marinade powder, for satay",LAHTH),-,309,1.9,3.2,0.7,70.8,3.3,20.1,706,-,5569,,11.1,-,-,-,-,-,-,-,-,-
31,AAN48,,Mint leaf,thom(VN),,33,89.4,2.9,0.8,1.4,4.3,1.2,179,29,29,179,4.1,-,,0,2803,234,0.15,0.13,0.70,84
32,AAN52,,"Onion, large","ulo(PH),Hanh tay(VN)",,47,86.9,1.6,0.0,9.3,1.6,0.6,39,53,13,10,0.7,,,,0,,0.03,0.04,0.20,8
